"","SID","Alpha","X","age","Age_Category","Condition","Chance","Amount","response_self"
"2120","YF254",0.36434780953377,2120,22.30277778,"18+","DA",25,40,"chance"
"2121","YF254",0.36434780953377,2121,22.30277778,"18+","DA",50,20,"chance"
"2122","YF254",0.36434780953377,2122,22.30277778,"18+","DA",25,50,"chance"
"2123","YF254",0.36434780953377,2123,22.30277778,"18+","DA",10,40,"certain"
"2124","YF254",0.36434780953377,2124,22.30277778,"18+","DA",50,10,"certain"
"2125","YF254",0.36434780953377,2125,22.30277778,"18+","DA",25,100,"certain"
"2126","YF254",0.36434780953377,2126,22.30277778,"18+","DA",50,40,"chance"
"2127","YF254",0.36434780953377,2127,22.30277778,"18+","DA",75,30,"chance"
"2128","YF254",0.36434780953377,2128,22.30277778,"18+","DA",25,20,"certain"
"2129","YF254",0.36434780953377,2129,22.30277778,"18+","DA",75,50,"chance"
"2130","YF254",0.36434780953377,2130,22.30277778,"18+","DA",90,40,"chance"
"2131","YF254",0.36434780953377,2131,22.30277778,"18+","DA",90,10,"chance"
"2132","YF254",0.36434780953377,2132,22.30277778,"18+","DA",10,10,"certain"
"2133","YF254",0.36434780953377,2133,22.30277778,"18+","DA",90,50,"chance"
"2134","YF254",0.36434780953377,2134,22.30277778,"18+","DA",10,20,"certain"
"2135","YF254",0.36434780953377,2135,22.30277778,"18+","DA",10,100,"certain"
"2136","YF255",1.00118182390216,2136,21.54444444,"18+","DA",75,20,"chance"
"2137","YF255",1.00118182390216,2137,21.54444444,"18+","DA",50,30,"chance"
"2138","YF255",1.00118182390216,2138,21.54444444,"18+","DA",25,40,"chance"
"2139","YF255",1.00118182390216,2139,21.54444444,"18+","DA",50,40,"chance"
"2140","YF255",1.00118182390216,2140,21.54444444,"18+","DA",75,100,"chance"
"2141","YF255",1.00118182390216,2141,21.54444444,"18+","DA",10,50,"certain"
"2142","YF255",1.00118182390216,2142,21.54444444,"18+","DA",10,20,"certain"
"2143","YF255",1.00118182390216,2143,21.54444444,"18+","DA",25,100,"chance"
"2144","YF255",1.00118182390216,2144,21.54444444,"18+","DA",50,10,"certain"
"2145","YF255",1.00118182390216,2145,21.54444444,"18+","DA",10,30,"certain"
"2146","YF255",1.00118182390216,2146,21.54444444,"18+","DA",90,5,"certain"
"2147","YF255",1.00118182390216,2147,21.54444444,"18+","DA",90,30,"chance"
"2148","YF255",1.00118182390216,2148,21.54444444,"18+","DA",75,5,"certain"
"2149","YF255",1.00118182390216,2149,21.54444444,"18+","DA",75,40,"chance"
"2150","YF255",1.00118182390216,2150,21.54444444,"18+","DA",25,30,"certain"
"2151","YF255",1.00118182390216,2151,21.54444444,"18+","DA",50,50,"chance"
"2152","YF255",1.00118182390216,2152,21.54444444,"18+","DA",90,10,"chance"
"2153","YF255",1.00118182390216,2153,21.54444444,"18+","DA",25,10,"certain"
"2154","YF255",1.00118182390216,2154,21.54444444,"18+","DA",90,20,"chance"
"2155","YF255",1.00118182390216,2155,21.54444444,"18+","DA",90,50,"chance"
"2156","YF255",1.00118182390216,2156,21.54444444,"18+","DA",50,5,"certain"
"2157","YF255",1.00118182390216,2157,21.54444444,"18+","DA",75,50,"chance"
"2158","YF255",1.00118182390216,2158,21.54444444,"18+","DA",25,5,"certain"
"2159","YF255",1.00118182390216,2159,21.54444444,"18+","DA",90,100,"chance"
"2160","YF255",1.00118182390216,2160,21.54444444,"18+","DA",10,10,"certain"
"2161","YF255",1.00118182390216,2161,21.54444444,"18+","DA",10,5,"certain"
"2162","YF255",1.00118182390216,2162,21.54444444,"18+","DA",75,10,"chance"
"2163","YF255",1.00118182390216,2163,21.54444444,"18+","DA",50,20,"chance"
"2164","YF255",1.00118182390216,2164,21.54444444,"18+","DA",50,100,"chance"
"2165","YF255",1.00118182390216,2165,21.54444444,"18+","DA",75,30,"chance"
"2166","YF255",1.00118182390216,2166,21.54444444,"18+","DA",25,20,"certain"
"2167","YF255",1.00118182390216,2167,21.54444444,"18+","DA",90,40,"chance"
"2168","YF255",1.00118182390216,2168,21.54444444,"18+","DA",10,100,"chance"
"2169","YF255",1.00118182390216,2169,21.54444444,"18+","DA",25,50,"chance"
"2170","YF255",1.00118182390216,2170,21.54444444,"18+","DA",10,40,"certain"
"2171","YF256",0.49343658032578,2171,17.20277778,"14-17","DA",25,100,"chance"
"2172","YF256",0.49343658032578,2172,17.20277778,"14-17","DA",75,100,"chance"
"2173","YF256",0.49343658032578,2173,17.20277778,"14-17","DA",90,20,"chance"
"2174","YF256",0.49343658032578,2174,17.20277778,"14-17","DA",25,5,"certain"
"2175","YF256",0.49343658032578,2175,17.20277778,"14-17","DA",50,10,"certain"
"2176","YF256",0.49343658032578,2176,17.20277778,"14-17","DA",25,30,"certain"
"2177","YF256",0.49343658032578,2177,17.20277778,"14-17","DA",10,20,"certain"
"2178","YF256",0.49343658032578,2178,17.20277778,"14-17","DA",75,20,"chance"
"2179","YF256",0.49343658032578,2179,17.20277778,"14-17","DA",10,40,"certain"
"2180","YF256",0.49343658032578,2180,17.20277778,"14-17","DA",75,5,"certain"
"2181","YF256",0.49343658032578,2181,17.20277778,"14-17","DA",25,10,"certain"
"2182","YF256",0.49343658032578,2182,17.20277778,"14-17","DA",10,5,"certain"
"2183","YF256",0.49343658032578,2183,17.20277778,"14-17","DA",75,40,"chance"
"2184","YF256",0.49343658032578,2184,17.20277778,"14-17","DA",50,5,"certain"
"2185","YF256",0.49343658032578,2185,17.20277778,"14-17","DA",10,100,"certain"
"2186","YF256",0.49343658032578,2186,17.20277778,"14-17","DA",50,50,"chance"
"2187","YF256",0.49343658032578,2187,17.20277778,"14-17","DA",10,30,"certain"
"2188","YF256",0.49343658032578,2188,17.20277778,"14-17","DA",90,30,"chance"
"2189","YF256",0.49343658032578,2189,17.20277778,"14-17","DA",50,40,"chance"
"2190","YF256",0.49343658032578,2190,17.20277778,"14-17","DA",50,100,"chance"
"2191","YF256",0.49343658032578,2191,17.20277778,"14-17","DA",90,10,"chance"
"2192","YF256",0.49343658032578,2192,17.20277778,"14-17","DA",50,20,"chance"
"2193","YF256",0.49343658032578,2193,17.20277778,"14-17","DA",90,5,"certain"
"2194","YF256",0.49343658032578,2194,17.20277778,"14-17","DA",25,40,"certain"
"2195","YF256",0.49343658032578,2195,17.20277778,"14-17","DA",50,30,"chance"
"2196","YF256",0.49343658032578,2196,17.20277778,"14-17","DA",25,50,"chance"
"2197","YF256",0.49343658032578,2197,17.20277778,"14-17","DA",75,30,"chance"
"2198","YF256",0.49343658032578,2198,17.20277778,"14-17","DA",90,100,"chance"
"2199","YF256",0.49343658032578,2199,17.20277778,"14-17","DA",10,10,"certain"
"2200","YF256",0.49343658032578,2200,17.20277778,"14-17","DA",10,50,"certain"
"2201","YF256",0.49343658032578,2201,17.20277778,"14-17","DA",75,10,"certain"
"2202","YF256",0.49343658032578,2202,17.20277778,"14-17","DA",75,50,"chance"
"2203","YF256",0.49343658032578,2203,17.20277778,"14-17","DA",90,40,"chance"
"2204","YF256",0.49343658032578,2204,17.20277778,"14-17","DA",90,50,"chance"
"2205","YF256",0.49343658032578,2205,17.20277778,"14-17","DA",25,20,"certain"
"2206","YF257",0.105837743843501,2206,17.36111111,"14-17","DA",50,10,"chance"
"2207","YF257",0.105837743843501,2207,17.36111111,"14-17","DA",90,20,"chance"
"2208","YF257",0.105837743843501,2208,17.36111111,"14-17","DA",75,100,"certain"
"2209","YF257",0.105837743843501,2209,17.36111111,"14-17","DA",90,5,"chance"
"2210","YF257",0.105837743843501,2210,17.36111111,"14-17","DA",75,5,"certain"
"2211","YF257",0.105837743843501,2211,17.36111111,"14-17","DA",50,30,"certain"
"2212","YF257",0.105837743843501,2212,17.36111111,"14-17","DA",25,100,"chance"
"2213","YF257",0.105837743843501,2213,17.36111111,"14-17","DA",25,5,"certain"
"2214","YF257",0.105837743843501,2214,17.36111111,"14-17","DA",50,5,"chance"
"2215","YF257",0.105837743843501,2215,17.36111111,"14-17","DA",10,30,"chance"
"2216","YF257",0.105837743843501,2216,17.36111111,"14-17","DA",10,50,"chance"
"2217","YF257",0.105837743843501,2217,17.36111111,"14-17","DA",75,40,"chance"
"2218","YF257",0.105837743843501,2218,17.36111111,"14-17","DA",50,100,"certain"
"2219","YF257",0.105837743843501,2219,17.36111111,"14-17","DA",50,50,"certain"
"2220","YF257",0.105837743843501,2220,17.36111111,"14-17","DA",25,40,"chance"
"2221","YF257",0.105837743843501,2221,17.36111111,"14-17","DA",50,40,"certain"
"2222","YF257",0.105837743843501,2222,17.36111111,"14-17","DA",75,20,"chance"
"2223","YF257",0.105837743843501,2223,17.36111111,"14-17","DA",10,100,"chance"
"2224","YF257",0.105837743843501,2224,17.36111111,"14-17","DA",90,50,"certain"
"2225","YF257",0.105837743843501,2225,17.36111111,"14-17","DA",25,50,"chance"
"2226","YF257",0.105837743843501,2226,17.36111111,"14-17","DA",10,20,"chance"
"2227","YF257",0.105837743843501,2227,17.36111111,"14-17","DA",25,30,"certain"
"2228","YF257",0.105837743843501,2228,17.36111111,"14-17","DA",75,30,"certain"
"2229","YF257",0.105837743843501,2229,17.36111111,"14-17","DA",10,10,"certain"
"2230","YF257",0.105837743843501,2230,17.36111111,"14-17","DA",75,50,"certain"
"2231","YF257",0.105837743843501,2231,17.36111111,"14-17","DA",10,5,"chance"
"2232","YF257",0.105837743843501,2232,17.36111111,"14-17","DA",90,100,"certain"
"2233","YF257",0.105837743843501,2233,17.36111111,"14-17","DA",90,10,"chance"
"2234","YF257",0.105837743843501,2234,17.36111111,"14-17","DA",10,40,"chance"
"2235","YF257",0.105837743843501,2235,17.36111111,"14-17","DA",90,30,"certain"
"2236","YF257",0.105837743843501,2236,17.36111111,"14-17","DA",25,20,"chance"
"2237","YF257",0.105837743843501,2237,17.36111111,"14-17","DA",50,20,"chance"
"2238","YF257",0.105837743843501,2238,17.36111111,"14-17","DA",25,10,"chance"
"2239","YF257",0.105837743843501,2239,17.36111111,"14-17","DA",90,40,"chance"
"2240","YF257",0.105837743843501,2240,17.36111111,"14-17","DA",75,10,"chance"
"2241","YF258",0.570332361293337,2241,16.175,"14-17","DA",25,20,"chance"
"2242","YF258",0.570332361293337,2242,16.175,"14-17","DA",25,40,"chance"
"2243","YF258",0.570332361293337,2243,16.175,"14-17","DA",90,20,"chance"
"2244","YF258",0.570332361293337,2244,16.175,"14-17","DA",75,20,"chance"
"2245","YF258",0.570332361293337,2245,16.175,"14-17","DA",10,20,"certain"
"2246","YF258",0.570332361293337,2246,16.175,"14-17","DA",10,30,"certain"
"2247","YF258",0.570332361293337,2247,16.175,"14-17","DA",90,30,"chance"
"2248","YF258",0.570332361293337,2248,16.175,"14-17","DA",50,5,"certain"
"2249","YF258",0.570332361293337,2249,16.175,"14-17","DA",25,5,"certain"
"2250","YF258",0.570332361293337,2250,16.175,"14-17","DA",50,10,"certain"
"2251","YF258",0.570332361293337,2251,16.175,"14-17","DA",90,100,"chance"
"2252","YF258",0.570332361293337,2252,16.175,"14-17","DA",90,5,"certain"
"2253","YF258",0.570332361293337,2253,16.175,"14-17","DA",90,10,"chance"
"2254","YF258",0.570332361293337,2254,16.175,"14-17","DA",75,100,"chance"
"2255","YF258",0.570332361293337,2255,16.175,"14-17","DA",75,30,"chance"
"2256","YF258",0.570332361293337,2256,16.175,"14-17","DA",25,100,"chance"
"2257","YF258",0.570332361293337,2257,16.175,"14-17","DA",10,50,"chance"
"2258","YF258",0.570332361293337,2258,16.175,"14-17","DA",50,50,"chance"
"2259","YF258",0.570332361293337,2259,16.175,"14-17","DA",25,10,"certain"
"2260","YF258",0.570332361293337,2260,16.175,"14-17","DA",10,5,"certain"
"2261","YF258",0.570332361293337,2261,16.175,"14-17","DA",10,10,"certain"
"2262","YF258",0.570332361293337,2262,16.175,"14-17","DA",10,40,"certain"
"2263","YF258",0.570332361293337,2263,16.175,"14-17","DA",50,100,"chance"
"2264","YF258",0.570332361293337,2264,16.175,"14-17","DA",25,30,"chance"
"2265","YF258",0.570332361293337,2265,16.175,"14-17","DA",90,50,"chance"
"2266","YF258",0.570332361293337,2266,16.175,"14-17","DA",75,50,"chance"
"2267","YF258",0.570332361293337,2267,16.175,"14-17","DA",75,5,"certain"
"2268","YF258",0.570332361293337,2268,16.175,"14-17","DA",75,40,"chance"
"2269","YF258",0.570332361293337,2269,16.175,"14-17","DA",75,10,"chance"
"2270","YF258",0.570332361293337,2270,16.175,"14-17","DA",90,40,"chance"
"2271","YF258",0.570332361293337,2271,16.175,"14-17","DA",50,40,"chance"
"2272","YF258",0.570332361293337,2272,16.175,"14-17","DA",50,20,"chance"
"2273","YF258",0.570332361293337,2273,16.175,"14-17","DA",10,100,"chance"
"2274","YF258",0.570332361293337,2274,16.175,"14-17","DA",25,50,"chance"
"2275","YF258",0.570332361293337,2275,16.175,"14-17","DA",50,30,"chance"
"2276","YF259",0.651387041552224,2276,16.01666667,"14-17","DA",75,20,"chance"
"2277","YF259",0.651387041552224,2277,16.01666667,"14-17","DA",50,40,"chance"
"2278","YF259",0.651387041552224,2278,16.01666667,"14-17","DA",25,5,"certain"
"2279","YF259",0.651387041552224,2279,16.01666667,"14-17","DA",75,100,"chance"
"2280","YF259",0.651387041552224,2280,16.01666667,"14-17","DA",90,50,"chance"
"2281","YF259",0.651387041552224,2281,16.01666667,"14-17","DA",75,30,"chance"
"2282","YF259",0.651387041552224,2282,16.01666667,"14-17","DA",90,5,"certain"
"2283","YF259",0.651387041552224,2283,16.01666667,"14-17","DA",25,40,"chance"
"2284","YF259",0.651387041552224,2284,16.01666667,"14-17","DA",90,20,"chance"
"2285","YF259",0.651387041552224,2285,16.01666667,"14-17","DA",90,10,"chance"
"2286","YF259",0.651387041552224,2286,16.01666667,"14-17","DA",90,30,"chance"
"2287","YF259",0.651387041552224,2287,16.01666667,"14-17","DA",10,20,"certain"
"2288","YF259",0.651387041552224,2288,16.01666667,"14-17","DA",75,5,"certain"
"2289","YF259",0.651387041552224,2289,16.01666667,"14-17","DA",25,30,"certain"
"2290","YF259",0.651387041552224,2290,16.01666667,"14-17","DA",50,5,"certain"
"2291","YF259",0.651387041552224,2291,16.01666667,"14-17","DA",75,10,"chance"
"2292","YF259",0.651387041552224,2292,16.01666667,"14-17","DA",75,50,"chance"
"2293","YF259",0.651387041552224,2293,16.01666667,"14-17","DA",50,50,"chance"
"2294","YF259",0.651387041552224,2294,16.01666667,"14-17","DA",10,40,"certain"
"2295","YF259",0.651387041552224,2295,16.01666667,"14-17","DA",50,10,"chance"
"2296","YF259",0.651387041552224,2296,16.01666667,"14-17","DA",10,50,"certain"
"2297","YF259",0.651387041552224,2297,16.01666667,"14-17","DA",10,5,"certain"
"2298","YF259",0.651387041552224,2298,16.01666667,"14-17","DA",25,20,"certain"
"2299","YF259",0.651387041552224,2299,16.01666667,"14-17","DA",90,40,"chance"
"2300","YF259",0.651387041552224,2300,16.01666667,"14-17","DA",10,100,"certain"
"2301","YF259",0.651387041552224,2301,16.01666667,"14-17","DA",75,40,"chance"
"2302","YF259",0.651387041552224,2302,16.01666667,"14-17","DA",10,10,"certain"
"2303","YF259",0.651387041552224,2303,16.01666667,"14-17","DA",25,50,"certain"
"2304","YF259",0.651387041552224,2304,16.01666667,"14-17","DA",50,100,"chance"
"2305","YF259",0.651387041552224,2305,16.01666667,"14-17","DA",10,30,"certain"
"2306","YF259",0.651387041552224,2306,16.01666667,"14-17","DA",25,100,"chance"
"2307","YF259",0.651387041552224,2307,16.01666667,"14-17","DA",50,20,"certain"
"2308","YF259",0.651387041552224,2308,16.01666667,"14-17","DA",25,10,"certain"
"2309","YF259",0.651387041552224,2309,16.01666667,"14-17","DA",90,100,"chance"
"2310","YF259",0.651387041552224,2310,16.01666667,"14-17","DA",50,30,"chance"
"2311","YF262",0.728093122697085,2311,12.86111111,"13-Dec","DA",75,5,"chance"
"2312","YF262",0.728093122697085,2312,12.86111111,"13-Dec","DA",25,5,"chance"
"2313","YF262",0.728093122697085,2313,12.86111111,"13-Dec","DA",75,40,"certain"
"2314","YF262",0.728093122697085,2314,12.86111111,"13-Dec","DA",90,30,"chance"
"2315","YF262",0.728093122697085,2315,12.86111111,"13-Dec","DA",50,30,"chance"
"2316","YF262",0.728093122697085,2316,12.86111111,"13-Dec","DA",90,20,"chance"
"2317","YF262",0.728093122697085,2317,12.86111111,"13-Dec","DA",50,100,"certain"
"2318","YF262",0.728093122697085,2318,12.86111111,"13-Dec","DA",25,100,"certain"
"2319","YF262",0.728093122697085,2319,12.86111111,"13-Dec","DA",75,20,"chance"
"2320","YF262",0.728093122697085,2320,12.86111111,"13-Dec","DA",25,40,"certain"
"2321","YF262",0.728093122697085,2321,12.86111111,"13-Dec","DA",25,30,"certain"
"2322","YF262",0.728093122697085,2322,12.86111111,"13-Dec","DA",50,20,"chance"
"2323","YF262",0.728093122697085,2323,12.86111111,"13-Dec","DA",50,50,"certain"
"2324","YF262",0.728093122697085,2324,12.86111111,"13-Dec","DA",10,20,"chance"
"2325","YF262",0.728093122697085,2325,12.86111111,"13-Dec","DA",50,10,"chance"
"2326","YF262",0.728093122697085,2326,12.86111111,"13-Dec","DA",10,50,"chance"
"2327","YF262",0.728093122697085,2327,12.86111111,"13-Dec","DA",25,10,"chance"
"2328","YF262",0.728093122697085,2328,12.86111111,"13-Dec","DA",75,100,"certain"
"2329","YF262",0.728093122697085,2329,12.86111111,"13-Dec","DA",90,50,"certain"
"2330","YF262",0.728093122697085,2330,12.86111111,"13-Dec","DA",10,40,"chance"
"2331","YF262",0.728093122697085,2331,12.86111111,"13-Dec","DA",90,100,"certain"
"2332","YF262",0.728093122697085,2332,12.86111111,"13-Dec","DA",10,30,"chance"
"2333","YF262",0.728093122697085,2333,12.86111111,"13-Dec","DA",10,5,"chance"
"2334","YF262",0.728093122697085,2334,12.86111111,"13-Dec","DA",10,10,"chance"
"2335","YF262",0.728093122697085,2335,12.86111111,"13-Dec","DA",75,30,"chance"
"2336","YF262",0.728093122697085,2336,12.86111111,"13-Dec","DA",50,40,"certain"
"2337","YF262",0.728093122697085,2337,12.86111111,"13-Dec","DA",90,10,"chance"
"2338","YF262",0.728093122697085,2338,12.86111111,"13-Dec","DA",75,10,"chance"
"2339","YF262",0.728093122697085,2339,12.86111111,"13-Dec","DA",50,5,"certain"
"2340","YF262",0.728093122697085,2340,12.86111111,"13-Dec","DA",90,5,"chance"
"2341","YF262",0.728093122697085,2341,12.86111111,"13-Dec","DA",10,100,"chance"
"2342","YF262",0.728093122697085,2342,12.86111111,"13-Dec","DA",25,20,"certain"
"2343","YF262",0.728093122697085,2343,12.86111111,"13-Dec","DA",25,50,"chance"
"2344","YF262",0.728093122697085,2344,12.86111111,"13-Dec","DA",75,50,"chance"
"2345","YF262",0.728093122697085,2345,12.86111111,"13-Dec","DA",90,40,"certain"
"2346","YF263",0.436561769445847,2346,12.96944444,"13-Dec","DA",90,5,"certain"
"2347","YF263",0.436561769445847,2347,12.96944444,"13-Dec","DA",75,5,"chance"
"2348","YF263",0.436561769445847,2348,12.96944444,"13-Dec","DA",75,20,"chance"
"2349","YF263",0.436561769445847,2349,12.96944444,"13-Dec","DA",75,40,"certain"
"2350","YF263",0.436561769445847,2350,12.96944444,"13-Dec","DA",10,30,"certain"
"2351","YF263",0.436561769445847,2351,12.96944444,"13-Dec","DA",10,50,"certain"
"2352","YF263",0.436561769445847,2352,12.96944444,"13-Dec","DA",90,30,"certain"
"2353","YF263",0.436561769445847,2353,12.96944444,"13-Dec","DA",25,5,"certain"
"2354","YF263",0.436561769445847,2354,12.96944444,"13-Dec","DA",25,100,"chance"
"2355","YF263",0.436561769445847,2355,12.96944444,"13-Dec","DA",10,5,"chance"
"2356","YF263",0.436561769445847,2356,12.96944444,"13-Dec","DA",75,30,"chance"
"2357","YF263",0.436561769445847,2357,12.96944444,"13-Dec","DA",10,40,"chance"
"2358","YF263",0.436561769445847,2358,12.96944444,"13-Dec","DA",50,5,"certain"
"2359","YF263",0.436561769445847,2359,12.96944444,"13-Dec","DA",25,30,"certain"
"2360","YF263",0.436561769445847,2360,12.96944444,"13-Dec","DA",90,50,"chance"
"2361","YF263",0.436561769445847,2361,12.96944444,"13-Dec","DA",75,10,"chance"
"2362","YF263",0.436561769445847,2362,12.96944444,"13-Dec","DA",25,40,"certain"
"2363","YF263",0.436561769445847,2363,12.96944444,"13-Dec","DA",25,50,"certain"
"2364","YF263",0.436561769445847,2364,12.96944444,"13-Dec","DA",50,40,"certain"
"2365","YF263",0.436561769445847,2365,12.96944444,"13-Dec","DA",25,10,"certain"
"2366","YF263",0.436561769445847,2366,12.96944444,"13-Dec","DA",90,20,"certain"
"2367","YF263",0.436561769445847,2367,12.96944444,"13-Dec","DA",50,30,"chance"
"2368","YF263",0.436561769445847,2368,12.96944444,"13-Dec","DA",50,50,"certain"
"2369","YF263",0.436561769445847,2369,12.96944444,"13-Dec","DA",75,100,"chance"
"2370","YF263",0.436561769445847,2370,12.96944444,"13-Dec","DA",50,100,"certain"
"2371","YF263",0.436561769445847,2371,12.96944444,"13-Dec","DA",10,10,"certain"
"2372","YF263",0.436561769445847,2372,12.96944444,"13-Dec","DA",90,100,"chance"
"2373","YF263",0.436561769445847,2373,12.96944444,"13-Dec","DA",50,10,"certain"
"2374","YF263",0.436561769445847,2374,12.96944444,"13-Dec","DA",50,20,"certain"
"2375","YF263",0.436561769445847,2375,12.96944444,"13-Dec","DA",90,40,"certain"
"2376","YF263",0.436561769445847,2376,12.96944444,"13-Dec","DA",25,20,"certain"
"2377","YF263",0.436561769445847,2377,12.96944444,"13-Dec","DA",90,10,"chance"
"2378","YF263",0.436561769445847,2378,12.96944444,"13-Dec","DA",10,20,"certain"
"2379","YF263",0.436561769445847,2379,12.96944444,"13-Dec","DA",10,100,"certain"
"2380","YF263",0.436561769445847,2380,12.96944444,"13-Dec","DA",75,50,"chance"
"2381","YF264",0.635644335069302,2381,12.75,"13-Dec","DA",25,30,"certain"
"2382","YF264",0.635644335069302,2382,12.75,"13-Dec","DA",75,30,"chance"
"2383","YF264",0.635644335069302,2383,12.75,"13-Dec","DA",90,10,"chance"
"2384","YF264",0.635644335069302,2384,12.75,"13-Dec","DA",25,20,"certain"
"2385","YF264",0.635644335069302,2385,12.75,"13-Dec","DA",50,40,"chance"
"2386","YF264",0.635644335069302,2386,12.75,"13-Dec","DA",50,5,"chance"
"2387","YF264",0.635644335069302,2387,12.75,"13-Dec","DA",10,40,"chance"
"2388","YF264",0.635644335069302,2388,12.75,"13-Dec","DA",10,100,"chance"
"2389","YF264",0.635644335069302,2389,12.75,"13-Dec","DA",25,50,"certain"
"2390","YF264",0.635644335069302,2390,12.75,"13-Dec","DA",90,100,"chance"
"2391","YF264",0.635644335069302,2391,12.75,"13-Dec","DA",50,10,"certain"
"2392","YF264",0.635644335069302,2392,12.75,"13-Dec","DA",90,30,"certain"
"2393","YF264",0.635644335069302,2393,12.75,"13-Dec","DA",75,40,"chance"
"2394","YF264",0.635644335069302,2394,12.75,"13-Dec","DA",10,20,"certain"
"2395","YF264",0.635644335069302,2395,12.75,"13-Dec","DA",50,50,"chance"
"2396","YF264",0.635644335069302,2396,12.75,"13-Dec","DA",75,20,"certain"
"2397","YF264",0.635644335069302,2397,12.75,"13-Dec","DA",10,10,"certain"
"2398","YF264",0.635644335069302,2398,12.75,"13-Dec","DA",90,20,"chance"
"2399","YF264",0.635644335069302,2399,12.75,"13-Dec","DA",25,40,"chance"
"2400","YF264",0.635644335069302,2400,12.75,"13-Dec","DA",50,30,"certain"
"2401","YF264",0.635644335069302,2401,12.75,"13-Dec","DA",10,5,"chance"
"2402","YF264",0.635644335069302,2402,12.75,"13-Dec","DA",25,5,"chance"
"2403","YF264",0.635644335069302,2403,12.75,"13-Dec","DA",75,50,"certain"
"2404","YF264",0.635644335069302,2404,12.75,"13-Dec","DA",10,30,"certain"
"2405","YF264",0.635644335069302,2405,12.75,"13-Dec","DA",50,20,"chance"
"2406","YF264",0.635644335069302,2406,12.75,"13-Dec","DA",25,10,"certain"
"2407","YF264",0.635644335069302,2407,12.75,"13-Dec","DA",90,5,"certain"
"2408","YF264",0.635644335069302,2408,12.75,"13-Dec","DA",25,100,"chance"
"2409","YF264",0.635644335069302,2409,12.75,"13-Dec","DA",50,100,"certain"
"2410","YF264",0.635644335069302,2410,12.75,"13-Dec","DA",75,100,"certain"
"2411","YF264",0.635644335069302,2411,12.75,"13-Dec","DA",75,5,"chance"
"2412","YF264",0.635644335069302,2412,12.75,"13-Dec","DA",75,10,"certain"
"2413","YF264",0.635644335069302,2413,12.75,"13-Dec","DA",10,50,"chance"
"2414","YF264",0.635644335069302,2414,12.75,"13-Dec","DA",90,40,"certain"
"2415","YF264",0.635644335069302,2415,12.75,"13-Dec","DA",90,50,"chance"
"2416","YF265",0.635644413195754,2416,12.725,"13-Dec","DA",25,30,"chance"
"2417","YF265",0.635644413195754,2417,12.725,"13-Dec","DA",75,10,"certain"
"2418","YF265",0.635644413195754,2418,12.725,"13-Dec","DA",75,30,"certain"
"2419","YF265",0.635644413195754,2419,12.725,"13-Dec","DA",90,20,"chance"
"2420","YF265",0.635644413195754,2420,12.725,"13-Dec","DA",90,30,"certain"
"2421","YF265",0.635644413195754,2421,12.725,"13-Dec","DA",90,10,"chance"
"2422","YF265",0.635644413195754,2422,12.725,"13-Dec","DA",50,5,"chance"
"2423","YF265",0.635644413195754,2423,12.725,"13-Dec","DA",50,100,"certain"
"2424","YF265",0.635644413195754,2424,12.725,"13-Dec","DA",50,40,"chance"
"2425","YF265",0.635644413195754,2425,12.725,"13-Dec","DA",25,5,"chance"
"2426","YF265",0.635644413195754,2426,12.725,"13-Dec","DA",75,5,"chance"
"2427","YF265",0.635644413195754,2427,12.725,"13-Dec","DA",90,40,"chance"
"2428","YF265",0.635644413195754,2428,12.725,"13-Dec","DA",25,20,"chance"
"2429","YF265",0.635644413195754,2429,12.725,"13-Dec","DA",25,40,"chance"
"2430","YF265",0.635644413195754,2430,12.725,"13-Dec","DA",50,50,"chance"
"2431","YF265",0.635644413195754,2431,12.725,"13-Dec","DA",10,20,"chance"
"2432","YF265",0.635644413195754,2432,12.725,"13-Dec","DA",10,30,"certain"
"2433","YF265",0.635644413195754,2433,12.725,"13-Dec","DA",50,10,"certain"
"2434","YF265",0.635644413195754,2434,12.725,"13-Dec","DA",90,100,"chance"
"2435","YF265",0.635644413195754,2435,12.725,"13-Dec","DA",25,10,"chance"
"2436","YF265",0.635644413195754,2436,12.725,"13-Dec","DA",75,40,"certain"
"2437","YF265",0.635644413195754,2437,12.725,"13-Dec","DA",75,100,"certain"
"2438","YF265",0.635644413195754,2438,12.725,"13-Dec","DA",10,10,"certain"
"2439","YF265",0.635644413195754,2439,12.725,"13-Dec","DA",90,50,"certain"
"2440","YF265",0.635644413195754,2440,12.725,"13-Dec","DA",10,100,"certain"
"2441","YF265",0.635644413195754,2441,12.725,"13-Dec","DA",50,30,"chance"
"2442","YF265",0.635644413195754,2442,12.725,"13-Dec","DA",90,5,"chance"
"2443","YF265",0.635644413195754,2443,12.725,"13-Dec","DA",75,50,"certain"
"2444","YF265",0.635644413195754,2444,12.725,"13-Dec","DA",10,40,"certain"
"2445","YF265",0.635644413195754,2445,12.725,"13-Dec","DA",50,20,"certain"
"2446","YF265",0.635644413195754,2446,12.725,"13-Dec","DA",10,5,"chance"
"2447","YF265",0.635644413195754,2447,12.725,"13-Dec","DA",25,100,"certain"
"2448","YF265",0.635644413195754,2448,12.725,"13-Dec","DA",25,50,"chance"
"2449","YF265",0.635644413195754,2449,12.725,"13-Dec","DA",75,20,"chance"
"2450","YF265",0.635644413195754,2450,12.725,"13-Dec","DA",10,50,"chance"
"2451","YF266",0.549537643362323,2451,22.18055556,"18+","DA",50,10,"chance"
